qid	query	var_desc	var_narr
2630	politisches engagement	Variables capturing types and intensity of political engagement: turnout, membership, campaigning, contacting, protest participation, volunteering, and online activism measures.	Relevant variables are those recording whether and how often respondents engaged in political acts (binary and frequency measures), composite participation indices, measures of intensity or sustained engagement, and items distinguishing conventional vs. non-conventional actions. Include demographic and attitudinal covariates when linked to engagement items. Exclude variables that only measure passive attitudes (e.g., support for protests) without reported behaviour.
5784	politisches verhalten und politische einstellungen	Pairs of variables measuring political attitudes (ideology, policy positions, party evaluations, efficacy) and political behaviour (vote choice, turnout, contacting, protest participation) allowing joint analysis.	Include variables for ideological self-placement, issue stances, party identification, political interest, and efficacy along with behavioural measures such as past vote, intended vote, turnout, contact with officials, and protest participation. Variables should be clearly defined and temporally linked where possible (e.g., pre- and post-election). Exclude variables that are only loosely related or that cannot be validly linked across respondents (e.g., aggregate-level attitudes without individual behavioural measures).
5801	politisches interesse	Variables denoting self-reported interest in politics, frequency of following political news, attention to public affairs, and composite interest indices.	Relevant variables are explicitly labelled as measuring 'political interest' or clearly operationalize the concept (e.g., 'How interested would you say you are in politics?' or 'How often do you follow news about politics?'). Include both single-item and multi-item measures and distinctions between local/national/global political interest. Exclude indirect proxies (e.g., knowledge) unless accompanied by explicit interest items.
5836	politisches wissen	Variables operationalizing political knowledge: individual factual items (e.g., name the head of government), scored indices (number correct), topic-specific knowledge measures, and confidence/subjective political knowledge items.	Include variable names and coding for item-level political knowledge questions, composite scores (sum or percentage correct), indicators of subjective political knowledge/confidence, and metadata about question wording and correct answers. Exclude general political attitudes (interest, trust) or cognitive ability measures unless explicitly used as proxies for political knowledge.
5843	populism	Variables measuring populism-related constructs: populist attitudes (anti-elitism, people-centrism), party classifications, indicators of populist rhetoric, and related constructs (authoritarianism, nativism) when used in populism research.	Include item-level variables and scales capturing core dimensions of populism (anti-elitism, people vs elite, demand for popular sovereignty), party-level flags or continuous scores for populist orientation, and content-coded indicators of populist messages. Exclude standalone variables about economic policy or voter demographics unless explicitly linked to operationalizations of populism in the dataset.
8657	populist attitudes	Variables operationalizing populist attitudes: item-level responses for anti-elitism, people-centrism, homogeneous 'the people' constructs, Manichean worldviews, and created composite scores/indices.	Include variable labels, question wording, coding (response scales), and construction details for composite scores measuring populist attitudes; include information on reliability and factor structure where available. Exclude variables that measure political distrust or anti-system sentiment alone unless explicitly used as components in a validated populist attitudes construct.
7892	psychisch gesundheit	Variables describing mental health status and wellbeing: symptom scales (depression, anxiety), subjective wellbeing measures, mental health diagnoses, treatment utilization, and functional impairment indicators.	Include item-level responses and composite scores for commonly used instruments (PHQ-9, GAD-7, GHQ-12, WHO-5, CES-D, SF mental component), coded diagnosis variables (ICD codes), service use variables (therapy, medication), onset and duration measures, and sociodemographic covariates relevant to mental health. Exclude physiological measures that do not assess mental states, or variables that only tangentially relate to mental health (e.g., general life satisfaction without mental health linkage) unless explicitly used as mental health indicators.
6492	psychische krankheiten	Variables capturing diagnosed mental disorders, diagnostic codes (ICD-10/DSM), symptom counts, severity ratings, comorbidity, duration, age at onset, and treatment indicators.	Include variables for specific disorder diagnoses (F-codes), structured interview diagnoses, symptom scales mapped to diagnostic thresholds, measures of disorder severity and functional impairment, and treatment/utilization variables. Exclude non-specific distress measures unless explicitly linked to diagnostic criteria, and exclude variables that denote only family history without respondent diagnosis unless relevant to study aims.
7893	psychological needs	Variables operationalizing psychological needs and closely related constructs: autonomy, competence, relatedness, need satisfaction, need frustration, intrinsic motivation, psychological well‑being linked to needs.	Relevant variables include scale scores and items for autonomy, competence, relatedness; composite need satisfaction/frustration indices; motivation types (intrinsic/extrinsic) when used to test need hypotheses; and outcome variables directly tied to needs (well‑being, engagement, mental health) measured in the same study. Exclude variables that only refer to non-psychological 'needs' (e.g., material needs, food insecurity) unless explicitly tied to psychological constructs.
34484	quality of health care	Variables capturing dimensions of health care quality: outcome, process, patient experience, safety, access, timeliness, efficiency and equity indicators.	Include mortality rates, readmission rates, complication/infection rates, adherence to clinical guidelines, waiting times, patient satisfaction scores, safety incident counts, preventable admission rates, equity stratifiers (socioeconomic status, ethnicity) when used to assess quality. Exclude purely biomedical test results not interpreted as care quality, or administrative identifiers with no link to quality measurement.
6086	refugee	Variables relevant to refugee research: legal status (refugee/asylum seeker), country of origin, reason for flight, date of arrival, living conditions, housing, employment, language proficiency, health status, trauma exposure, and access to services.	Include variables that identify forced migration status (asylum/refugee), pre- and post-migration exposures (trauma, persecution), demographic and socioeconomic markers, health and mental health measures, service utilisation, legal outcomes (asylum decision), and integration indicators (employment, education, language). Exclude generic migration variables that do not distinguish voluntary vs forced migration, or variables unrelated to living conditions and outcomes of refugees.
1156	religion	Variables that operationalize religion and religiosity: religious affiliation/denomination, frequency of attendance, private practice (prayer), belief in God, religiosity scales, religious salience, and church membership.	Relevant variables include denomination, frequency of religious service attendance, private prayer frequency, belief statements (existence of God), intrinsic/extrinsic religiosity scores, importance of religion, and measures of religious practice or identity. Exclude variables that nominally reference 'religion' but measure unrelated constructs (e.g., cultural festivals referenced without personal religiosity), or variables on spirituality/worldview without explicit mapping to religion unless both are included and labeled.
35282	religion und weltanschauung	Variables representing religious and worldview constructs: denomination, belief statements, secular/non-religious life stance (e.g., humanism), importance of worldview, ethical orientation, and institutional membership (church, Weltanschauung communities).	Relevant variables include religious affiliation and denomination, self-identified weltanschauung or life stance (e.g., atheist, agnostic, humanist), importance of worldview in life, ritual/practice frequency, membership in worldview organizations, and attitudes toward church/state differentiation. Exclude variables that only capture cultural tradition names without respondent‑level worldview identification, or abstract philosophical variables not linked to respondents' self‑described life stance.
35290	religion und werte	Variable descriptions and codebooks for measures of religiosity, religious affiliation, belief, and value orientations (Schwartz, moral value items, civic/religious values).	Relevant variables are those that capture religious denomination, frequency of worship, religious belief/importance, prayer, religiosity scales, and specific value items or scales (e.g. Schwartz value dimensions, moral foundations, tradition vs. autonomy). Include variable metadata, coding schemes, and derived indices linking religion and value constructs. Non-relevant variables include administrative identifiers, unrelated demographic variables unless clearly used as controls, or variables about religion that are ambiguous or not operationalized (e.g. a single unclear text field without coding).
31054	schule	Variables and codebooks capturing school-related constructs: school type, grade level, achievement scores, attendance, tracking, teacher characteristics, and school climate indicators.	Relevant variables measure school enrollment, grade/age, school sector/type (public/private/tracking streams), standardized test scores, class size, teacher qualifications, pupil–teacher ratio, absenteeism, disciplinary incidents, school climate and resources. Include variables used as outcomes (achievement) and predictors (school SES, school policies). Exclude variables unrelated to schooling (e.g. adult workplace variables) or those that cannot be mapped to school contexts (e.g. generic organization codes without school labeling).
33106	self esteem deutsch	Variables and codebooks for self-esteem measures in German, including item-level responses, composite scores, and scoring instructions for German translations of standard scales.	Relevant variables are item responses and computed scores from validated German self-esteem instruments (e.g. German Rosenberg items, single-item self-esteem measures labeled in German, domain-specific self-concept scales), and metadata on reverse-scoring and reliability. Include variables indicating scale version, language, and sample. Exclude ambiguous items not clearly labeled as self-esteem, or variables from non-German instruments without translated equivalents.
3332	self determination	Variables capturing autonomy, basic psychological needs (autonomy, competence, relatedness), motivational regulations, and self-determination indices used in SDT research.	Relevant variables are item-level responses and computed scores for instruments such as the Basic Psychological Need Satisfaction scales, Self-Regulation Questionnaires, Intrinsic/Extrinsic Motivation scales, and autonomy-support measures. Include coding details, scales, and version/language information. Exclude variables that refer to legal self-determination status, capacity assessments unrelated to motivational constructs, or vague indicators without clear operationalization.
1259	sexuelle orientierung	Variables and codebooks for sexual orientation: self-identified orientation, attraction measures, sexual behavior items, and discrimination or minority stress indicators.	Relevant variables explicitly measure sexual orientation (self-identification categories), indices of attraction (who one is attracted to), sexual behavior variables (partners' sex/gender), and variables capturing experiences of prejudice, victimization, or social support by orientation. Include coding schemes, multi-response categories, and notes on how orientation categories were constructed. Exclude variables that only record partner sex without context for orientation and those conflating orientation with gender identity unless both are clearly distinguished.
4953	sinn der arbeit	Variable descriptions and codebooks that measure constructs related to the meaning of work (e.g., meaningfulness scales, items on calling, work centrality, purpose).	Relevant variables are items or scales labeled as 'meaningful work', 'sense of purpose at work', 'calling', 'work centrality', or similar constructs, including their coding, response scales, and psychometric properties. Include derived scores, subscales, and show how missing values are coded. Exclude demographic or employment variables (occupation, hours) unless they explicitly operationalize meaning; exclude generic wellbeing indices that do not specifically target meaning in work contexts.
1537	social media	Variables and codebook entries that measure social media use, behaviors, attitudes, network metrics, and content characteristics.	Relevant variables include frequency and duration of platform use, platform-specific usage indicators, types of activities (posting, sharing, commenting), network measures (followers, degree centrality), engagement metrics (likes, shares), sentiment or topic labels, and self-reported attitudes toward social media. Include variable definitions, coding schemes, and derivations. Exclude variables unrelated to social media (e.g., general internet use without platform detail) or ambiguous variables with no documentation linking them to social media concepts.
37900	social media survey	Survey variables measuring aspects of social media behavior, attitudes, motives, platform-specific use, and demographic correlates from social media-focused surveys.	Relevant variables capture self-reported frequency and intensity of platform use, purposes for use (information, socializing, news), trust in platforms, privacy concerns, multi-platform use, and willingness to engage. Include coding details, response options, and scales used for typical social media survey items. Exclude administrative or outcome variables unrelated to social media content or behavior.
37915	social media nutzung	Variables that operationalize social media use (Nutzung): frequency, duration, platform-specific indicators, activity types, motives, and related demographic variables.	Relevant variables include self-reported frequency (daily/weekly), time spent, types of activities (posting, messaging, browsing), platform identifiers, motives for use, and cross-tabulations with age, education, and occupation. Include coding schemes and question wording, especially for German-language items. Exclude variables that measure only internet use without social media detail, or variables that are proxies for usage without clear operationalization.
5535	social presence	Variables that capture perceived social presence, social presence scale items, subscales (affective, co-presence, immediacy), and related constructs such as perceived intimacy or immediacy.	Include items and aggregated scores from established social presence measures (e.g., Short et al. social presence scale, Community of Inquiry presence indicators), coding, response scales, reliability statistics, and derived indices. Also include related constructs only if clearly linked theoretically (e.g., social intimacy in computer-mediated communication). Exclude generic engagement or satisfaction variables that do not specifically measure the subjective sense of others' presence.
38133	sozial	Variables measuring social constructs such as social status, welfare receipt, social participation, social attitudes, social integration, and related demographic indicators.	Include variable names and descriptions that measure social constructs (e.g., social support, civic participation, welfare benefits, social capital, social inclusion/exclusion, social attitudes); include standard demographic covariates used in social analyses (age, gender, household composition) when presented as part of social-variable sets. Exclude variables unrelated to social constructs (technical or laboratory measures) or variables that only incidentally include the term 'sozial' without measuring a social concept.
5132	sozial kompetenz	Variables that operationalize social competence: standardized scale scores, items on social skills, peer/teacher ratings, emotion-regulation indices, prosocial behavior counts, and related behavioral observations.	Include variables labeled as social competence, social skills, interpersonal competence, peer acceptance/rejection, empathy, conflict resolution, cooperation, prosocial actions, and teacher/parent/peer ratings or observational coding schemes designed to measure social competence. Exclude variables that do not capture interpersonal or socio-emotional functioning or that measure only academic/cognitive abilities unless clearly linked to social competence constructs.
1101	soziale ungleichheit	Variables used to measure social inequality: income, wages, wealth, consumption/expenditure, education level, occupational status, social class, poverty status, Gini coefficient and inequality indices, and health/social outcome gradients.	Include individual- and household-level socioeconomic variables (gross/net income, assets, educational attainment, occupational codes, employment status), constructed inequality metrics (Gini, Theil, percentiles, decile ratios), poverty thresholds, and outcome variables commonly analyzed for inequality (mortality, morbidity, educational achievement). Exclude variables unrelated to socio-economic position or distributional outcomes.
1706	soziale schicht	Variables relevant to social class: occupational codes (ISCO, national classifications), class schema assignments (EGP, NS-SEC), education, income, status/prestige scores, parental class/origin variables, and subjective social class measures.	Include variables that record occupation, industry, employment status, education level, income/wealth, measures of social status/prestige, parental occupation/education for origin, and subjective class identification items. Exclude variables that cannot be mapped to class positions (vague job titles without coding) or that pertain to non-social 'layers' (e.g., geological strata).
2521	soziale netzwerke	Variables and indicators used in social network research: ties (presence/strength/type), degree, centrality measures, density, betweenness, reciprocity, network size, multiplexity, homophily indicators, and tie-strength proxies.	Include variables describing relational data (edge lists, adjacency matrices), tie attributes (frequency, duration, type), node attributes relevant to network positioning (role, attributes used for homophily), and computed network metrics (degree, centrality, clustering). Exclude variables that describe only individual attributes without any relational component unless used to model network formation or influence.
2589	soziale kontakte	Variables that measure number/size of contacts, contact frequency, contact type, network composition, perceived social support and measures of social isolation/loneliness related to social contacts.	Include variable names and codes for: network size, number of close friends, frequency of meeting family/friends, daily/weekly contact counts, contact diary entries, types of contact (in-person/telephone/online), perceived availability of support, and indices of social integration/isolation. Also include derived measures (e.g., average daily contacts, proportion of weak/strong ties). Exclude demographic variables that are not used to indicate social contact (unless they are combined to form contact measures).
3856	soziale interaktion	Variables capturing interaction frequency, turn-taking counts, speech acts, nonverbal behaviors, synchronization, conversational dominance, cooperative/competitive interaction measures, and situational context of interactions.	Include variables such as number of interactions, duration, initiator/respondent roles, number of speaking turns, interruption counts, gesture occurrences, gaze, proxemic measures, codings of interaction quality (e.g., cooperation, conflict), and timestamps for sequence analysis. Also include contextual variables (setting, group size). Exclude generic attitudinal items that do not directly measure interaction behavior.
39837	soziale validität beruf	Variables measuring perceived acceptability, relevance, satisfaction, feasibility, goal importance, stakeholder endorsement, and employment outcomes used to assess social validity in work settings.	Include items/scales for acceptability (e.g., treatment acceptability ratings), satisfaction with training/program, perceived usefulness/relevance to job goals, willingness-to-participate, employer acceptance, and linked objective outcomes (job attainment, retention). Also include qualitative codes for stakeholder comments about acceptability. Exclude unrelated psychometric validity indicators (construct validity) unless linked to social validity constructs.
40249	soziale herkunft	Variables characterizing social origin: parental education, parental occupation (ISCO/EGP/ISEI), parental income/wealth, family class indicators, childhood socioeconomic status, and cultural capital measures (books at home, parental cultural participation).	Include variable names and codes for mother/father education, highest parental qualification, parental occupational status indices (ISEI, EGP, ISEI scores), household income during childhood, social class categories, and proxies for cultural capital. Also include derived measures of intergenerational mobility (e.g., status transmission matrices). Exclude adult-only SES indicators that do not reference parental/background status.
4034	soziale ungleichheit	Variables used in inequality research: income, wages, household consumption, wealth, educational attainment, occupational status, health indicators, poverty status, Gini, percentiles, and measures of social mobility and group membership (gender, ethnicity).	Include raw and derived variables for inequality analysis (gross/net income, equivalised household income, wealth measures), summary inequality statistics (Gini coefficient, decile ratios, concentration index), poverty measures, and indicators of socio-demographic groups. Also include mobility transition variables. Exclude variables that cannot be linked to distributional analysis (e.g., single-item non-comparable administrative codes).
40514	soziale kompetenz	Variables and variable descriptions that operationalize social competence and related dimensions: social skills scores, empathy measures, prosocial behavior frequency, peer acceptance/rejection, conflict resolution ability, communication skills, emotional regulation, teacher/parent/peer ratings, observational interaction codes and composite indices of social competence.	Relevant: variable names and metadata that clearly measure individual-level social competence or subcomponents (e.g., 'Social Skills Total Score', 'Empathy Scale', 'Peer Nomination: liked most', 'Observed prosocial acts per hour'). Include variables from psychometric instruments and observational protocols. Not relevant: variables labelled only 'social' without relation to interpersonal competence (e.g., social class, social support) or variables measuring macro-level social phenomena (e.g., community cohesion) unless explicitly linked to individual social competence.
40674	soziale arbeit	Variables commonly used in social work research and practice: client demographics, case type (e.g., child protection, homelessness), service utilization, referral source, intervention type, case outcomes (safety, well-being, housing stability), risk assessments, functional status, social worker caseload and qualifications, service duration and intensity.	Relevant: variables that document client needs, interventions, outcomes and social worker characteristics used in social work contexts (e.g., 'case_open_date', 'service_type', 'risk_score', 'housing_status_at_followup'). Include variables from administrative, survey and evaluation datasets. Not relevant: variables that do not pertain to social service delivery or client outcomes (e.g., purely economic indicators) unless explicitly linked to social work practice.
41348	soziale medien nutzung	Variables that operationalize social media use: frequency (daily/weekly), duration (minutes/hours), number of logins, platform-specific use (Facebook, Instagram, TikTok, Twitter/X), active vs passive use, posting frequency, types of content engaged with, motives for use, self-reported multitasking while using, and metrics of engagement (likes, comments, shares).	Relevant: variables explicitly measuring social media behaviors (e.g., 'instagram_minutes_per_day', 'posts_per_week', 'passive_use_index', 'motivation_social_connection'), including derived engagement metrics. Not relevant: variables that only indicate internet access or device ownership without measurable social media use, or platform-agnostic labels that cannot be mapped to usage behavior.
41495	soziale medien	Variables capturing social media phenomena: content attributes (text, hashtags, multimedia tags), engagement counts (likes, shares, comments), temporal metadata, user attributes (anonymized demographics, follower counts), network measures, sentiment/topic labels, misinformation indicators and platform-affordance variables (algorithmic recommendation exposure).	Relevant: variables that represent social media content, user interactions and network properties (e.g., 'tweet_timestamp', 'likes_count', 'retweet_network_degree', 'sentiment_label', 'misinformation_flag'). Not relevant: generic social variables not tied to social media content/interaction or variables lacking provenance/definition making them unusable for analysis.
41546	soziale netzwerke	Variables and measures used in social network research: tie existence and strength, tie directionality, frequency of interaction, role indicators, actor attributes, network-level measures (density, centralization), node-level centrality measures (degree, betweenness, eigenvector), homophily indices, and temporal tie attributes.	Relevant: variables that specify relationships between actors (e.g., 'edge_weight', 'contact_frequency', 'mentor_pairing'), and derived SNA measures at node and network levels. Include variable metadata defining tie construction and measurement. Not relevant: isolated individual variables not linked to relational data, or network-terminology used outside of relational analysis contexts.
41646	soziale mobilität	Socioeconomic origin and destination variables: parental education, parental occupation/class, household income in childhood, respondent education, respondent occupation/class, current income, social class codes and mobility indicators (transition matrices, mobility indices).	Include variables that operationalize social origin (father/mother education and occupation, childhood household resources) and social destination (respondent’s education, occupational status, income, class). Also include derived variables used to measure mobility such as intergenerational status tables, relative/absolute mobility rates, odds ratios, Shorrocks/Gini mobility measures, ISEI/ISEI changes. Exclude variables that only measure physical movement or unrelated demographic traits.
5263	soziale herkunft	Variables capturing parental and childhood socioeconomic characteristics: parental education, parental occupation/class, parental income, household conditions in childhood, number of books in the home, parental employment, migration background, family structure.	Include direct measures of parents' socioeconomic status and proxy indicators of cultural and material resources in childhood used to operationalize social origin. Also include derived SES indices and categorical class measures. Exclude variables unrelated to family background such as contemporary individual attitudes unless used as mediators or outcomes of social origin.
40086	sozio politische einstellungen	Variables measuring political and social attitudes: left–right self-placement, party preference, political trust, policy issue positions (immigration, welfare, environment), social values, voting intention/behavior, civic engagement indicators.	Include standard attitude items and scales used to operationalize socio‑political views (e.g. Likert items on policy preferences, trust scales, ideological self-placement) and demographic covariates used to explain variation. Also include composite scales (authoritarianism, social conservatism). Exclude purely behavioral variables without attitudinal content unless used as outcomes of attitudes.
2741	sport	Variables on sport and physical activity: participation (yes/no), frequency, duration, intensity, type of sport, club membership, informal activity, barriers to participation, competitive level.	Include standard measures used to operationalize sport behaviour (weekly frequency, minutes of activity, METs, membership indicators), as well as contextual variables (facility access, socio‑demographics). Also include objective activity measures where available (accelerometer counts). Exclude unrelated fitness biomarkers unless explicitly linked to sport behaviour.
37003	stress lehrer	Variables capturing teacher stress and related constructs: perceived stress, burnout dimensions (emotional exhaustion, depersonalization, reduced personal accomplishment), workload, time pressure, classroom management difficulties, support from colleagues/management, absenteeism, job satisfaction.	Include validated psychometric measures (subscales or items) and contextual variables that explain or result from stress (work hours, class size, student behaviour). Also include outcome variables such as sick leave, intention to leave and mental health indicators. Exclude generic stress proxies that are not tied to the teaching occupation unless occupation is specified.
37018	stress pflege	Variables capturing perceived stress, job demands in nursing, working conditions, mental and physical health outcomes, and potential moderators/mediators specific to nursing.	Include: perceived stress scales (PSS), nursing‑specific stress measures (e.g., Nursing Stress Scale), workload measures (patient‑nurse ratio, acuity), shift characteristics (night work, rotation), staffing levels, exposure to traumatic events, burnout indicators, sleep quality, depression/anxiety screening scores, sick leave/absenteeism, turnover intention, social support at work, coping strategies, and intervention exposure. Exclude: generic physiological measures without linkage to psychological stress or variables unrelated to occupational stress (e.g., unrelated clinical biomarkers collected for other purposes).
37020	stress und arbeitnehmer	Workplace variables reflecting psychosocial stressors and employee outcomes: job demands, control, support, working hours, contract type, job insecurity, stress perception, health and productivity indicators.	Include: job demands, decision latitude/control, social support at work, effort‑reward imbalance, working hours/overtime, shift work, job insecurity, workplace harassment/bullying, perceived stress measures (PSS), burnout, depression/anxiety scales, absenteeism, presenteeism, performance, health service utilization, and demographic/workplace covariates (occupation, sector). Exclude: variables unrelated to employment (e.g., childhood stressors) unless explicitly modeled as mediators/moderators in employee stress research.
37039	stress und coping	Variables measuring perceived stress/appraisal, specific coping strategies, coping efficacy, and downstream outcomes (mental health, physiological responses), plus situational/contextual moderators.	Include: perceived stress and appraisal measures, coping style scores (problem‑focused, emotion‑focused, avoidance), coping subscales (e.g., active coping, seeking social support, denial), coping efficacy/self‑efficacy, measures of reappraisal, rumination, emotion regulation, outcomes such as depression, anxiety, burnout, physiological stress markers when linked to coping, and contextual variables (social support, resources). Exclude: non‑specific or single‑item measures of coping that do not distinguish strategy types.
37044	stress und burnout	Variables assessing stress exposure/appraisal, burnout dimensions, job and personal risk/protective factors, health outcomes and occupational consequences.	Include: measures of perceived stress, objective stressors (workload, emotional demands), burnout subscales (emotional exhaustion, depersonalization/cynicism, reduced personal accomplishment), coping strategies, social support, job resources, sleep, depression/anxiety, absenteeism, turnover intention, and physiological stress markers when analyzed in relation to burnout. Exclude: general well‑being indices not linked to stress or burnout constructs.
37048	stress und bgm	Program and outcome variables relevant to BGM addressing stress: intervention components, participation, organizational factors, and employee stress and health outcomes.	Include: intervention descriptors (type, duration, target level: individual/organizational), participation rates, measures of perceived stress, job demands/resources, burnout, absenteeism, presenteeism, job satisfaction, productivity metrics, implementation fidelity, costs, and contextual workplace variables (size, sector). Exclude: variables unrelated to workplace health management or lacking linkage to stress/mental health outcomes.
37090	stress arbeitsplatz	Variables that capture workplace psychosocial stress and related constructs: perceived stress, job demands, job control, effort-reward imbalance, social support, burnout, absenteeism, presenteeism, and physiological stress markers when linked to workplace exposure.	Relevant variables include single-item and scale measures of perceived work stress, job strain indices (demand-control), effort-reward imbalance scores, social support at work, leadership quality, workload, time pressure, emotional demands, role conflict, role ambiguity, burnout (emotional exhaustion, depersonalization), sickness absence records, self-rated health, and validated physiological indicators (e.g., cortisol) only when measured in workplace studies. Exclude variables that refer to non-work stressors without workplace linkage or to unrelated technical meanings of 'stress.'
37104	stress am arbeitsplatz	Workplace-specific stress variables: perceived stress at work, work demands, control/autonomy at work, job insecurity, work–family conflict, burnout dimensions tied to job role.	Include variables explicitly referencing stress at work or workplace conditions (e.g., 'stress am Arbeitsplatz', 'Arbeitsbelastung'), measures of psychosocial work factors (demands, control, support), job insecurity, work hours, shift patterns, and occupational role stressors. Also include outcome variables like work-related mental health diagnoses, absence due to workplace stress, and productivity indicators linked to stress. Exclude generic life-stress measures not tied to the workplace.
4160	stress	Core variables capturing perceived stress, life-event stressors, chronic stress, coping, social support, and physiological stress indicators (e.g., cortisol).	Include scale and item-level measures of perceived stress (Perceived Stress Scale), number and severity of life events, chronic strain indices, coping strategies, social network/support measures, anxiety/depression symptoms as stress outcomes, and biomarkers of stress response when collected in human studies. Exclude environmental or mechanical stress indicators not related to human psychosocial experience.
36787	sustainability	Variables capturing sustainability attitudes, environmental concern, pro-environmental behaviors, sustainable consumption, corporate social responsibility indicators, and policy support for sustainability measures.	Relevant variables include measures of environmental concern (e.g., NEP scale), frequency of pro-environmental actions (recycling, public transport use), willingness to pay for green products, sustainability-related values and norms, organizational sustainability practices, and indicators tied to sustainability goals (energy consumption, carbon footprint proxies) when linked to social units. Exclude technical environmental metrics lacking social context.
729	trust	Variables measuring types of trust: generalized social trust, interpersonal trust, institutional/political trust, trust in specific actors (government, judiciary, media), and related constructs (social capital, confidence, reciprocity).	Include single-item measures (e.g., 'Generally speaking, would you say that most people can be trusted?') and multi-item scales assessing interpersonal trust, institutional confidence, and trustworthiness perceptions. Also include variables on trust behaviors from experiments, measures of reciprocity, and indicators of social capital. Exclude variables using 'trust' in technical/non-social contexts.
24652	umweltbewusstsein in deutschland	Variable‑level metadata that operationalize environmental awareness and related constructs among individuals in Germany.	Include variable names, labels and item wording that capture environmental concern/awareness (e.g. 'environmental concern', 'climate change belief', 'environmental knowledge score', 'willingness to pay', 'recycling frequency', 'frequency of pro‑environmental actions') in German datasets or translations. Also include sociodemographic covariates used in analyses of awareness (age, education, region). Exclude variables that only measure environmental parameters (e.g. pollutant concentrations) or macro‑level policy indicators that do not reflect individual awareness.
24946	umweltschutz	Variables that measure dimensions of environmental protection, including policy outputs, institutional measures, and individual attitudes or behaviours supporting protection.	Include variables such as extent of protected areas, number of conservation programs, emissions reductions, presence/strength of specific environmental regulations, individual survey items on support for environmental protection, membership in environmental organizations, participation in conservation activities, and willingness‑to‑pay for protection. Exclude variables that solely measure ecological conditions without linkage to protection policy or societal engagement.
23986	ungleichheit	Variable metadata relevant to measuring inequality: income and wealth components, equivalence scales, poverty indicators, and socioeconomic status markers.	Include variables such as gross/net household income, individual earnings, capital income, household wealth, consumption expenditures, equivalized disposable income, income percentiles/deciles, Gini/Theil coefficients, poverty thresholds, educational attainment, occupational class, and parental background indicators used in mobility and inequality research. Exclude variables unrelated to distributional analyses (e.g. purely clinical health measures without population distribution context) unless explicitly linked to inequality outcomes.
23829	unkonventionelle politische partizipation	Variables capturing individual engagement in unconventional political actions and related motivations or frequencies.	Include variables such as participation in demonstrations/protests, signing petitions, contacting politicians, online political petitions/sharing, boycotts, occupying or direct action, frequency of such activities, motivations for participation, and perceived efficacy. Also include related measures (political efficacy, trust, media use) when used to explain unconventional participation. Exclude variables that only measure traditional electoral participation unless paired with unconventional participation items.
3311	verantwortung für umweltprobleme	Variables that operationalize attribution of responsibility for environmental problems (e.g. items identifying responsible actors, willingness to accept responsibility, perceived effectiveness of actors).	Include item‑level variables such as 'who is most responsible for climate change' (individuals/industry/government), scales of perceived government/industry responsibility, measures of personal responsibility or guilt, willingness to pay or change behaviour, and perceived attribution of blame. Also include moderator variables commonly used in such analyses (political ideology, trust, environmental values). Exclude variables that do not capture attribution or normative responsibility (e.g. objective pollution levels).
1719	vertrauen	Variables operationalizing trust (vertrauen): single‑item and multi‑item measures, indices, and behavioral indicators capturing interpersonal, generalized or institutional trust.	Include variables labelled as trust, confidence, reliability, or trustworthiness that measure interpersonal trust (e.g., 'Generally speaking, would you say that most people can be trusted?'), institutional trust (trust in government, courts, police), and composite trust indices. Include psychometric details (scale range, item wording, reverse coding) and derived indicators (factor scores). Also include behavioral trust measures (amount sent in a trust game). Exclude variables unrelated to social trust such as legal/financial trust ownership fields, or items measuring unrelated constructs (e.g., mere familiarity or satisfaction) unless explicitly validated as trust measures.
25598	vertrauen in technologie	Variables capturing trust in technology: self‑reported trust scores, dimension scores (reliability, predictability, safety), behavioral reliance measures and indices specific to technical domains.	Include variables labeled as trust in automation/AI/robots/platforms, items measuring perceived reliability, predictability, perceived risk, willingness to rely, and composite trust scales (e.g., McKnight et al. online trust adapted for technology). Include behavioral measures (frequency of automation override, amount entrusted to an automated decision) and context‑specific trust variables (e.g., trust in medical devices vs. social media). Exclude generic usage variables (e.g., login frequency) unless accompanied by validated trust items, and variables that measure only acceptance without trust content.
25616	vertrauen in politik	Variables operationalizing trust in politics: single‑item and multi‑item measures of confidence in government, trust in institutions and trust in politicians, and derived indices of political trust.	Include variables labeled 'trust in government', 'confidence in parliament', 'trust in parties', and composite political trust indices, with documentation of question wording, response scales and any recoding. Also include measures of institutional performance perceptions when explicitly used to operationalize political trust. Exclude variables unrelated to political trust (e.g., party preference, vote intention) unless accompanied by validated trust measures and exclude vague satisfaction items unless theoretically linked to trust and documented as such.
185	work life balance	Variables capturing work–life balance: self‑reported balance/conflict/facilitation items, time‑use measures, working hours, flexible working arrangements and well‑being indicators linked to balance.	Include items such as 'Work–life balance' self‑ratings, work‑family conflict scales (time‑based, strain‑based, behavior‑based), family‑to‑work facilitation, number of weekly work hours, commuting time, telework frequency, caregiving hours, and related outcomes (stress, job satisfaction, health). Include coding details (units, scales, reversals) and derived indices. Exclude variables that only record employment status with no measures of time allocation or perceived balance, and variables measuring organizational performance without employee work–life outcomes.
